hidden layers: 2, neurons: 4, epochs: 16, time: 17.74968695640564 loss: 0.766809398539 categorical_accuracy: 0.823033707865
hidden layers: 8, neurons: 16, epochs: 32, time: 119.7099597454071 loss: 0.233515284035 categorical_accuracy: 0.967696629213
hidden layers: 8, neurons: 16, epochs: 64, time: 211.11908102035522 loss: 0.122727110982 categorical_accuracy: 0.97191011236
hidden layers: 8, neurons: 16, epochs: 128, time: 363.1593337059021 loss: 0.0864683331482 categorical_accuracy: 0.977528089888
hidden layers: 8, neurons: 32, epochs: 16, time: 271.1294388771057 loss: 0.274166171805 categorical_accuracy: 0.966994382022
hidden layers: 8, neurons: 32, epochs: 32, time: 148.46693897247314 loss: 0.183912031604 categorical_accuracy: 0.969803370787
hidden layers: 8, neurons: 32, epochs: 64, time: 235.3453507423401 loss: 0.104989878833 categorical_accuracy: 0.974719101124
hidden layers: 8, neurons: 32, epochs: 128, time: 402.2005455493927 loss: 0.0822640831132 categorical_accuracy: 0.976825842697
hidden layers: 8, neurons: 64, epochs: 16, time: 123.754465341568 loss: 0.540176083533 categorical_accuracy: 0.82654494382
hidden layers: 8, neurons: 64, epochs: 32, time: 172.5029900074005 loss: 0.508717026603 categorical_accuracy: 0.82654494382
hidden layers: 8, neurons: 64, epochs: 64, time: 2844.3928985595703 loss: 0.105023699949 categorical_accuracy: 0.969803370787
hidden layers: 8, neurons: 64, epochs: 128, time: 522.1445226669312 loss: 0.069990241921 categorical_accuracy: 0.979634831461
hidden layers: 8, neurons: 128, epochs: 16, time: 228.45493125915527 loss: 0.512847325775 categorical_accuracy: 0.82654494382
hidden layers: 8, neurons: 128, epochs: 32, time: 294.63626623153687 loss: 0.498037278652 categorical_accuracy: 0.82654494382
hidden layers: 8, neurons: 128, epochs: 64, time: 496.3162145614624 loss: 0.474816512526 categorical_accuracy: 0.82654494382
hidden layers: 8, neurons: 128, epochs: 128, time: 861.4376440048218 loss: 0.46184958032 categorical_accuracy: 0.82654494382
hidden layers: 2, neurons: 128, epochs: 200, time: 289.3242781162262 loss: 0.0544077022671 categorical_accuracy: 0.981741573034
